domain,stableId,fieldId,english,candidateSpanish,status,sourceDigest,exemptionEligible,source,reviewDecision,reviewNotes
site,catalog.legacy.69421c18255ef5eb,value,Official biography and legislative record,Biografía oficial y expediente legislativo,needs_review,c8a147e4a09a4224fc80dd476596ab62e0935e4c6d0e1392fd794cdf5fa1a31f,false,checked_in_legacy_catalog,,
site,catalog.legacy.6bd913764f38b5bf,value,Contact the District Office,Contactar a la oficina del distrito,needs_review,464b978d4ebc6386255afd0e4523a87ece4c3f53fc66943fbd069cd884e81017,false,checked_in_legacy_catalog,,
site,catalog.legacy.6c7089b4bcf97eb5,value,District 34 Constituent Services and Community Updates,Servicios para residentes y novedades comunitarias del Distrito 34,needs_review,1e9d0ea399842ca395fd8e41665407d4385f21fc93b83f0304d6ee58cada6961,false,checked_in_legacy_catalog,,
site,catalog.legacy.6e468197828e5660,value,Office Access,Acceso a la oficina,needs_review,4fb0116ae74c43c3c91d47f19cc849a3249173099f344f5d4310e6eaae1af49d,false,checked_in_legacy_catalog,,
site,catalog.legacy.6f8f30f55197c389,value,District office access,Acceso a la oficina del distrito,needs_review,0a7677c846c5cc629ecd54a150f3c9e55839adef23bcf680dfacdf88e2df9dc5,false,checked_in_legacy_catalog,,
site,catalog.legacy.7112ac2d3c4deed7,value,Get Updates,Recibir actualizaciones,needs_review,28b226b8736bc789a3ab9de13e4c15a213fcaa3feba058dcf7356252b4ee0c4a,false,checked_in_legacy_catalog,,
site,catalog.legacy.72e74191311bf597,value,"District Newsletter emails cover legislative information, public services, and district events.","Los correos del Boletín del distrito incluyen información legislativa, servicios públicos y eventos del distrito.",needs_review,1f74f1d99467a1fcded7b54b8457cf7d93f3a5caca78a0cea12ebcd87d58b86b,false,checked_in_legacy_catalog,,
site,catalog.legacy.731811bb28ae6ebb,value,"Review the New Jersey Legislature profile for the current biography, committee assignments, sponsored bills, and member votes.","Consulte el perfil de la Legislatura de Nueva Jersey para ver la biografía vigente, las asignaciones de comités, los proyectos de ley patrocinados y las votaciones de la integrante.",needs_review,cca5b28dcb71239aff3345d517afb847edce5e16160081bf317f0148f36a5497,false,checked_in_legacy_catalog,,
site,catalog.legacy.732028c042f40abb,value,District Media,Medios del distrito,needs_review,8b20f28c5328021c527d285e1fb2db2abbb0b284168a931ad14108a06e6d1f9c,false,checked_in_legacy_catalog,,
site,catalog.legacy.746e87d2394f8872,value,Constituents and officials during a capitol visit,Residentes y funcionarios durante una visita al capitolio,needs_review,628b4613bd1905a119af3104dfa9540ef641ba5adfdd78e624bde59437327591,false,checked_in_legacy_catalog,,
site,catalog.legacy.76636ae04becbba2,value,Stay Informed,Manténgase informado,needs_review,cd2fb61a9951a1f8c8d8b0791c30691bf0d8cdca245c4fb1c6c7782c6ca4d7c3,false,checked_in_legacy_catalog,,
site,catalog.legacy.7905644dac21fd83,value,Public Service,Servicio público,needs_review,379f63ba21105c02b9595ab1613a8bea464b19c425b91535b6924b4aa50f05ad,false,checked_in_legacy_catalog,,
site,catalog.legacy.79cbfcde45b14101,value,Public Information,Información pública,needs_review,4d97dc867b3148995ada5d95821e2ca7663a053701f004a5713f3778aef1bd97,false,checked_in_legacy_catalog,,
site,catalog.legacy.79d87b36ea83dd38,value,Resident Form,Formulario para residentes,needs_review,99bc14241108e6d37953086cb0b1ad5ff58d551020a3be30fc32f3aa92c44c30,false,checked_in_legacy_catalog,,
site,catalog.legacy.7a69101cf34e8e16,value,Voting Questions,Preguntas electorales,needs_review,3e4721005c3d0368d1419442da95d8724e5cc1393e79eaa77fee4cbd9d2081e3,false,checked_in_legacy_catalog,,
site,catalog.legacy.7afeafaf8dc40f99,value,"The official legislative roster lists Higher Education, Appropriations, Science, Innovation and Technology, and the Joint Committee on the Public Schools.","El registro legislativo oficial incluye Educación Superior, Asignaciones, Ciencia, Innovación y Tecnología, y el Comité Conjunto de Escuelas Públicas.",needs_review,c144075444658e5c8b48c4498f274653171e7b445cffb9d4e2421cd1057caa43,false,checked_in_legacy_catalog,,
site,catalog.legacy.7e3e7e9c4ba555fe,value,Deputy Whip - District 34,Subjefa de disciplina - Distrito 34,needs_review,7ec1f4b6cc7582c14850880943dd601d02daee9fb6b447c8058b590426d8fcf0,false,checked_in_legacy_catalog,,
site,catalog.legacy.7e61847d61d65d9e,value,Topic,Tema,needs_review,997bcb8b8ce364c1ffa521d9633010c0eb78fa8b047af38e7265a9799db5d7a7,false,checked_in_legacy_catalog,,
site,catalog.legacy.7fbc2db2f490e6c2,value,Published legislative and district updates from Office of Assemblywoman Carmen Theresa Morales.,Novedades legislativas y del distrito publicadas por la Oficina de la Asambleísta Carmen Theresa Morales.,needs_review,6faef7ccfab4dd6078a1c8389df8c60ada3192c0da54e42bb6ab8ceaa527db20,false,checked_in_legacy_catalog,,
site,catalog.legacy.818c58126200a6e5,value,Include your municipality and the state matter involved when asking the office for assistance.,Incluya su municipio y el asunto estatal correspondiente cuando solicite ayuda a la oficina.,needs_review,b637471c9cb0b187005371811fc57d801c247f054007f60249684cd691fa8a2a,false,checked_in_legacy_catalog,,
site,catalog.legacy.81df7817d2f8f41b,value,New Jersey General Assembly - District 34,Asamblea General de Nueva Jersey - Distrito 34,needs_review,15cc6cf4af03bb0e35327ba97fb80d3078d3219ce616d9166ffe169781157769,false,checked_in_legacy_catalog,,
site,catalog.legacy.8243e0ff11045f73,value,Review the Assemblywoman's official roster page for current sponsored bills and member votes.,Consulte la página oficial de la asambleísta para ver los proyectos de ley patrocinados y sus votaciones vigentes.,needs_review,856f396a1d1d53103097b88b8b175e2fa395088dad6d0a08e103be1cd0c3ef8c,false,checked_in_legacy_catalog,,
site,catalog.legacy.82bd2f2dfed53c9b,value,Schools and Youth,Escuelas y juventud,needs_review,f7d6416fc6f19de7fbcd63f9c0629c96225bd896aa2eb6811f6d23ce646eb076,false,checked_in_legacy_catalog,,
site,catalog.legacy.865badccb2ac49a3,value,Call the Office,Llamar a la oficina,needs_review,bfce2fd570e56d895864cfa1c173c9f8b7d23bcaf09b93fede5cc41b5f3fbcd6,false,checked_in_legacy_catalog,,
site,catalog.legacy.86efb3f44ab05d9b,value,Share an issue or legislative concern through the district office contact options.,Comparta un problema o una inquietud legislativa mediante las opciones de contacto de la oficina del distrito.,needs_review,5426af2dfa78486fe3494c24409dcaa71212f610f5f25df77ec636785e98cf39,false,checked_in_legacy_catalog,,
site,catalog.legacy.89edae423ced50cb,value,Carmen Morales,Carmen Morales,needs_review,cd06f608885c88529187d64f4c85fe3cdb38fbacde20eb3388738e77f12c1439,true,checked_in_legacy_catalog,,
site,catalog.legacy.8a56089bbdd379ae,value,State Agency Assistance,Asistencia con agencias estatales,needs_review,db77c64f08864b51fa3530abcdcb534e7d1b3b4d8562ccb445c64a8bda1af778,false,checked_in_legacy_catalog,,
site,catalog.legacy.8a6648b00f66f3e9,value,"152 Franklin Street, Belleville, NJ 07109","152 Franklin Street, Belleville, NJ 07109",needs_review,3c124e54bdb3912dfd6597ebb00980f42dcf7173cc491a5dc27696659b114228,true,checked_in_legacy_catalog,,
site,catalog.legacy.8bf1d33a30dae97a,value,Office of Assemblywoman Carmen Theresa Morales,Office of Assemblywoman Carmen Theresa Morales,needs_review,0777ca344c8559adca574a62bc0a92d3ff537fe2fd3b0947f14ada877e0f2ee4,true,checked_in_legacy_catalog,,
site,catalog.legacy.8d1446fea3f58b86,value,News & Updates,Noticias y novedades,needs_review,23407d132b350741d5d6c03dd542cac80a2189ca2ad62d4419ff9dc0d98a8f5e,false,checked_in_legacy_catalog,,
site,catalog.legacy.901e0c4dd7dcd1f1,value,Contact Office,Contactar Oficina,needs_review,695aa8574d2197a1c0aafd72cfb3a7e3790b276b5ccb1dbd0842c46033536344,false,checked_in_legacy_catalog,,
site,catalog.legacy.94934ce6a4cd3340,value,Official Updates,Novedades oficiales,needs_review,e52b915732c565dd62ce2c9bc6aebd979bcbf644d86f927ada26edbed085fa49,false,checked_in_legacy_catalog,,
site,catalog.legacy.94c1f63316124282,value,Legislative Priorities,Prioridades legislativas,needs_review,c3fe699f398d5c8669d3ff54405381a37a3845b8ee06362f3261a88aee7f5c54,false,checked_in_legacy_catalog,,
site,catalog.legacy.94ce630cd6f829c3,value,View resources,Ver recursos,needs_review,c57bf87b9084e15adeff3a3f3ebea11b7361014fe33c461ec6b639af46be0a42,false,checked_in_legacy_catalog,,
site,catalog.legacy.96fc9a9e7c6f4cc9,value,District outreach event with community members,Evento de alcance del distrito con miembros de la comunidad,needs_review,651371b1e226793a88ee7ad600ff9d04fdfbce63b97fea8225fe67f262dc3f8d,false,checked_in_legacy_catalog,,
site,catalog.legacy.98e87d76a7508687,value,Consent and Preferences,Consentimiento y preferencias,needs_review,1814ed32e2541862d60e49aa2c481f1b8c0e3d86b8aae99d6a76709f1171a967,false,checked_in_legacy_catalog,,
site,catalog.legacy.991f235badda6dfe,value,Residents can call (973) 450-0484 when online intake is unavailable.,Los residentes pueden llamar al (973) 450-0484 cuando la recepción en línea no esté disponible.,needs_review,ecb1ba9831159655510a39dc80b537f33804bfa64e21a373bb646199d7315e55,false,checked_in_legacy_catalog,,
site,catalog.legacy.9af5d96b7ae759f3,value,"Read published district office updates and use the New Jersey Legislature record for current bills, votes, committees, and public proceedings.","Lea las novedades publicadas por la oficina del distrito y use el registro de la Legislatura de Nueva Jersey para consultar proyectos de ley, votaciones, comités y procedimientos públicos vigentes.",needs_review,d41c091bbbf4c70fbb53acbfceef8d76d2938fb45f60c62e7d2ebd29cb7ee410,false,checked_in_legacy_catalog,,
site,catalog.legacy.9b3f4cbd7eb87846,value,"For authoritative election guidance, use the Division of Elections contact and help resources.","Para obtener orientación electoral autorizada, use los recursos de contacto y ayuda de la División de Elecciones.",needs_review,af301e67b140ef4512aadf0c26ef1af627dc38c44f361af9f0caad1934112c63,false,checked_in_legacy_catalog,,
site,catalog.legacy.9b95afee1399add6,value,Register or Update Your Record,Registrarse o actualizar su registro,needs_review,ad1c5bc8e90930fbf62f9a34c4f6891cd4000ab8cd82e9889462c5d58953c639,false,checked_in_legacy_catalog,,
site,catalog.legacy.9bcb9ea5ca4da5e0,value,Additional district media,Material visual adicional del distrito,needs_review,37c2c58b090a33ea095391b8dab307f4758ef8a18a6b040e53ce70baef2e91ef,false,checked_in_legacy_catalog,,
site,catalog.legacy.9c19e0e2a1e497fd,value,Her official biography lists a career in education and service as an Essex County College trustee from 2017 through 2023.,Su biografía oficial describe una carrera en educación y su servicio como miembro de la junta de Essex County College entre 2017 y 2023.,needs_review,23c31e6ee469f7cbd59b0e5ddb2e3dcd50194d8093f95684bb82033db33380ab,false,checked_in_legacy_catalog,,
site,catalog.legacy.9e0b72e3ab2f198c,value,"The page may have moved, or the address may be incorrect. Use one of the links below to continue.",Es posible que la página se haya movido o que la dirección sea incorrecta. Use uno de los enlaces a continuación para seguir navegando.,needs_review,2995fa8081bca4f0e7040027a9703b1cb43af818309fa675ebbeff38bcc47d7d,false,checked_in_legacy_catalog,,
site,catalog.legacy.a0b0d6c4690c3628,value,"Find district office contact information, official legislative resources, voting guidance, and ways to request help with a New Jersey state agency.","Encuentre información de contacto de la oficina del distrito, recursos legislativos oficiales, orientación electoral y maneras de solicitar ayuda con una agencia estatal de Nueva Jersey.",needs_review,80c4d4f1ab8733f98021006437d7bee42c05fcc21855ce84d4f42c8c4ad37880,false,checked_in_legacy_catalog,,
site,catalog.legacy.a0d9141130f7b1dc,value,"Use official New Jersey election resources for registration, vote-by-mail, early voting, polling locations, and election dates.","Use los recursos electorales oficiales de Nueva Jersey para consultar el registro, el voto por correo, la votación anticipada, los centros de votación y las fechas electorales.",needs_review,0d54e512d14990a600afadfeb8738ca430cd4cfe60605499418238744889e163,false,checked_in_legacy_catalog,,
site,catalog.legacy.a469ab4ca4e55bf5,value,Page not found,Página no encontrada,needs_review,55d7da910463c85f7f7fbab06ceb50912936499c64a144c02947c2641b51399b,false,checked_in_legacy_catalog,,
site,catalog.legacy.a544407c46f4d650,value,Submitting this form creates a pending District Newsletter confirmation request. You are not subscribed until you confirm using the email sent to your inbox.,Enviar este formulario crea una solicitud pendiente de confirmación del Boletín del distrito. No estará suscrito hasta que confirme mediante el correo enviado a su bandeja de entrada.,needs_review,84132a8ef465fcc01fffbee2e63d72425ca6129904199f91f1ce8286ef875f0a,false,checked_in_legacy_catalog,,
site,catalog.legacy.a765785faa18d6a4,value,"Find sponsored bills, votes, committee assignments, biography, and contact information.","Encuentre proyectos de ley patrocinados, votaciones, asignaciones de comités, biografía e información de contacto.",needs_review,6e5a2424fe560afec971fc44e2a7724e9cd4465d6dba7a9c5a2571166a672c06,false,checked_in_legacy_catalog,,
site,catalog.legacy.a95c5dc9f6e3217f,value,The official roster lists Assemblywoman Morales as Chair of the Assembly Higher Education Committee.,El registro oficial identifica a la asambleísta Morales como presidenta del Comité de Educación Superior de la Asamblea.,needs_review,9947a004780b403de268112bb58fd87fe7440fb346aa4d9867cced4da5dec385,false,checked_in_legacy_catalog,,
site,catalog.legacy.a97a693a9a6daad4,value,Submit Message,Enviar mensaje,needs_review,a730d6c0c9bc5dc3b61f2fec96828d7a92e83d1801502e044c890b604de3733b,false,checked_in_legacy_catalog,,
site,catalog.legacy.ac576a66d4563e60,value,Skip to content,Saltar al contenido,needs_review,cd982a447c7a52631781015fb0b8f4900666caa12a8859062ee3a7c77871ecdd,false,checked_in_legacy_catalog,,
site,catalog.legacy.aca2f665db08be74,value,Voting,Elecciones,needs_review,9b08baaa10644d9dc1f5eff7b5dfe60763679ea42a37e04461ed9511e33e9be5,false,checked_in_legacy_catalog,,
site,catalog.legacy.b057a21e7227e8f0,value,District Notices,Avisos del distrito,needs_review,7ca92d1935f80cc5f973769afb540c8e17a9b357333e95b3f35f49d98257bfbb,false,checked_in_legacy_catalog,,
site,catalog.legacy.b10dfd6782391139,value,This site uses the local image collection supplied with the website; no image is presented as proof of a specific service outcome.,Este sitio usa la colección local de imágenes proporcionada con el sitio web; ninguna imagen se presenta como prueba del resultado de un servicio específico.,needs_review,911db0b129a557d143def727fb2853283c37aed8f8e336352896c093344f8b2e,false,checked_in_legacy_catalog,,
site,catalog.legacy.b19f46cddf89beba,value,"Office, voting, and contact resources","Recursos de la oficina, electorales y de contacto",needs_review,77cf355a22afefae18b7453651ebecd20cf35257b36a23e23944a49f9a7131de,false,checked_in_legacy_catalog,,
site,catalog.legacy.b4cec150c2383a09,value,Published updates,Novedades publicadas,needs_review,5d7c37e638b43b4083c85bfba5b729bb2ab25200b1447afeee7e13dd3dbe893b,false,checked_in_legacy_catalog,,
site,catalog.legacy.b88a20b9c3577744,value,Get News & Updates by email,Reciba noticias y novedades por correo electrónico,needs_review,209db69923b3540869ebda29a8654d276352716913f74cdedc3357474017a40b,false,checked_in_legacy_catalog,,
site,catalog.legacy.b919f50dc07e4da0,value,Find Civic Resources,Encontrar recursos cívicos,needs_review,4a1abc3183743c1751497b0ce7263c8228f04eb7848e06d0f8903d72d0050761,false,checked_in_legacy_catalog,,
site,catalog.legacy.b972bcc9c23cc34b,value,New Jersey General Assembly electronic vote board,Tablero electrónico de votación de la Asamblea General de Nueva Jersey,needs_review,acd82479f4b25ac335e9479c01887b79cc25d9d77d934813c7f6b581267a277e,false,checked_in_legacy_catalog,,
site,catalog.legacy.bb501d7877eb7ddb,value,Community,Comunidad,needs_review,6eedae4c355b3bd8b901d7617dc0967fc5db3451809c6b298bee2c4b78f782ac,false,checked_in_legacy_catalog,,
site,catalog.legacy.bbcc935e4263ac40,value,Return home,Volver al inicio,needs_review,3d5cf6ac90e31ea71f43da0ef7f987653ce9fc628e9e355acd575e712496a057,false,checked_in_legacy_catalog,,
site,catalog.legacy.bd7fb94ede2ed5ec,value,"District Newsletter emails share legislative information, public services, and district events. The live form uses an explicit confirmation request before any subscription becomes active.","Los correos del Boletín del distrito comparten información legislativa, servicios públicos y eventos del distrito. El formulario en vivo requiere una confirmación explícita antes de activar cualquier suscripción.",needs_review,d9dd8692e42ee7b32e821f761bf0099a1b387bd86f37fc107475bff4f8803adb,false,checked_in_legacy_catalog,,
site,catalog.legacy.bfe7a5f980dd53f8,value,Site Sections,Secciones del sitio,needs_review,feb33e4a9922d47b46745e63801f79bc2c13c06fd9ed4ace3053a2f2f17c636d,false,checked_in_legacy_catalog,,
site,catalog.legacy.bff08884db69d6ea,value,Use the state's voter information portal for polling places and election resources.,Use el portal estatal de información para votantes para encontrar centros de votación y recursos electorales.,needs_review,a6b0c807774e368a7cf313a55ef5b995d79cbcbb2a77f61e4430f4f96d348a6a,false,checked_in_legacy_catalog,,
site,catalog.legacy.c08ffd229c5ca46c,value,"Use official New Jersey Legislature sources for sponsored bills, votes, committee work, and current public information.","Use las fuentes oficiales de la Legislatura de Nueva Jersey para consultar proyectos de ley patrocinados, votaciones, trabajo de comités e información pública vigente.",needs_review,77207704534fd9d3d6fe403f430b8f659caed1814f5937325821b0fbe0d24179,false,checked_in_legacy_catalog,,
site,catalog.legacy.c0d4c0cc87c49029,value,Join the District Newsletter,Suscríbase al Boletín del distrito,needs_review,4420fd5029f666890c8d7cb9060746b902696352cf482ae5d28ea3304a4d3c65,false,checked_in_legacy_catalog,,
site,catalog.legacy.c27052ccd5a14be9,value,Check current committee assignments and schedules through the New Jersey Legislature.,Consulte las asignaciones y los calendarios actuales de los comités en la Legislatura de Nueva Jersey.,needs_review,f5a934407129d6d8380cc4d51248fda29ee919c51dc55a4b7436b0e63e149bf8,false,checked_in_legacy_catalog,,
site,catalog.legacy.c32ba414a21503c3,value,Email Updates,Actualizaciones por correo electrónico,needs_review,33d5dc976ce9733aceb49ab78a7578be4023cf0c765dbef0c3753d9def3146a8,false,checked_in_legacy_catalog,,
site,catalog.legacy.c36cca87177120a4,value,Legislative and District Updates,Novedades legislativas y del distrito,needs_review,48e2726d99e24b3076c44ef4d275a8f0bff4419f86a9eec16d717ab5a93c8878,false,checked_in_legacy_catalog,,
site,catalog.legacy.c83a46947d2e6557,value,"The district includes Belleville, Bloomfield, East Orange, Glen Ridge, Nutley, and Orange.","El distrito incluye Belleville, Bloomfield, East Orange, Glen Ridge, Nutley y Orange.",needs_review,c271ab225ab5859bd8285119cebcf5b6aa43c25e8eb88fec0b9cd6dbceb87ba0,false,checked_in_legacy_catalog,,
site,catalog.legacy.c8f173cedbcfd217,value,District office service,Servicio de la oficina del distrito,needs_review,6b394f1e913f53edadcff79904ea02d42c899e0b63da260fad77bace4f94a777,false,checked_in_legacy_catalog,,
site,catalog.legacy.c911517e818856e7,value,District office media,Material visual de la oficina del distrito,needs_review,ce651d05661bec0e17154029562d546b7f143809172b386a38843baf2a848049,false,checked_in_legacy_catalog,,
site,catalog.legacy.c97d124700189a4e,value,Community and small business engagement,Participación comunitaria y de pequeños negocios,needs_review,9dc706fc5d127a61c58388d826e4afd409b343d0fc4db0077c98ed1797b84114,false,checked_in_legacy_catalog,,
site,catalog.legacy.cbece729895637d1,value,"Start with official state information, then contact the district office if you need help identifying the appropriate New Jersey agency.",Comience con la información oficial del estado y luego comuníquese con la oficina del distrito si necesita ayuda para identificar la agencia de Nueva Jersey correspondiente.,needs_review,e6cb423ebf5810587cf7cdd849651e839e0cd011665749d2ab88df75feda7459,false,checked_in_legacy_catalog,,
site,catalog.legacy.cc416ffc62d4ae1b,value,Public Information and Media,Información pública y medios,needs_review,64e569320f9bb3d03f3769ae2884852400615b8af065f325c97dc6efa3f2f5ea,false,checked_in_legacy_catalog,,
site,catalog.legacy.cca62d050ff42a82,value,We couldn't find that page.,No pudimos encontrar esa página.,needs_review,95acf61fd5958177e38ea89ec7f3e5b120bdbf3d2cb913c370b2e589a06d6d57,false,checked_in_legacy_catalog,,
site,catalog.legacy.cea87ccca4eaeed0,value,Find Polling Information,Encontrar información sobre centros de votación,needs_review,1700b28af39e37fd4c3130ce6276d4c15bc62e08a6815fc80e282b34f2ad40e3,false,checked_in_legacy_catalog,,
site,catalog.legacy.cebb4a10b86593f8,value,Legislative Contact Form,Formulario de contacto legislativo,needs_review,65281adbc9061aecc0ed4434414ced56adfeb50061e914cdb2a8ad4c081eeaf0,false,checked_in_legacy_catalog,,
site,catalog.legacy.cf9f56e128ef617c,value,You can also use the official New Jersey Legislature contact form for the Assemblywoman.,También puede usar el formulario de contacto oficial de la Legislatura de Nueva Jersey para comunicarse con la asambleísta.,needs_review,5edfcc5e017087f85e62c71597ba8e60901bd74cf996f680aef414ff111ca83b,false,checked_in_legacy_catalog,,
site,catalog.legacy.cfef2c313781544e,value,Community members gathered at a district event,Miembros de la comunidad reunidos en un evento del distrito,needs_review,c3eb49f56fef7c8ee4f78ed184032b67d9396ad9e3a9351eb7d5a7d806b5ebce,false,checked_in_legacy_catalog,,
site,catalog.legacy.d189de5a7d14f3c2,value,Legislation and district information,Legislación e información del distrito,needs_review,ef1fcf4e714454e46e1ad941132e84eea645e10fc884c5f967d29ffb5095d5d5,false,checked_in_legacy_catalog,,
site,catalog.legacy.d19ada2bbaa3478f,value,Newsletter confirmation and privacy notice,Confirmación del boletín y aviso de privacidad,needs_review,2ee31eb7a6db97eb3046b2453f430701bfba1a16d06a1c19d8cf14b0bd8a9957,false,checked_in_legacy_catalog,,
site,catalog.legacy.d3d40f0fd87df68a,value,Small Business Conversations,Conversaciones con pequeños negocios,needs_review,31c8301aed69a0d70a8e1b59a9d2280803b539eeb4469653e4f53a28cbd7affa,false,checked_in_legacy_catalog,,
site,catalog.legacy.d3e83c8534eb38ab,value,Send a message to the District Office,Envíe un mensaje a la oficina del distrito,needs_review,7d3b29ba025d0db1f1c7ffccf5335dfbd76760f1a66557599b1e074fbc844c92,false,checked_in_legacy_catalog,,
site,catalog.legacy.d42d9650e805c4a8,value,Page Features,Funciones de la página,needs_review,880a9abcc80e62227d0ed71adbfd92216b58bbb3478869af431c504f0f812e47,false,checked_in_legacy_catalog,,
site,catalog.legacy.d474fd3ab3193da9,value,Community Updates,Actualizaciones comunitarias,needs_review,74f01a84a144097353cc64bb542e67bbd3846b61aa113dcc4c09db69cef8542b,false,checked_in_legacy_catalog,,
site,catalog.legacy.d5d6b1a626aeb450,value,Review how the office and Resend handle newsletter information in the,Consulte cómo la oficina y Resend manejan la información del boletín en el,needs_review,55e5adf64d063811907003e0fd3568b111807dc1270e1aa79a7fc46f7cf8c25d,false,checked_in_legacy_catalog,,
site,catalog.legacy.d86957b90b8ad8b2,value,Review newsletter signup details,Consulte los detalles de suscripción al boletín,needs_review,22a3d2ab8277def46bf89f53fc804085ef877e4e796c44b53692447363002074,false,checked_in_legacy_catalog,,
site,catalog.legacy.dca94240b9d4b7ea,value,Visit the New Jersey Division of Elections for registration and voter information.,Visite la División de Elecciones de Nueva Jersey para obtener información sobre el registro y los votantes.,needs_review,c0dd302a8fa011e543228768fc76b22011ef2b3e3b0d3f0ba0e0d5893cd12d58,false,checked_in_legacy_catalog,,
site,catalog.legacy.de7b52cc558a64c5,value,Public Service Events,Eventos de servicio público,needs_review,8f4d16da444e16bf16184059074bb86c473dd020b9b961b1359ed5101aa32126,false,checked_in_legacy_catalog,,
site,catalog.legacy.e06561371ac05765,value,Local Context,Contexto local,needs_review,aefb8d28fbc045b9985e081db47ec1248db6bfa391c03a1bfc7264524290db00,false,checked_in_legacy_catalog,,
site,catalog.legacy.e0fd345be8bc1f80,value,Committees,Comités,needs_review,2579893539477f9bc7ed659e5ea64861b6ac675816b39d1ec5a71065afa6fbe0,false,checked_in_legacy_catalog,,
site,catalog.legacy.e16ffb7300660d09,value,District and State Resources,Recursos del distrito y del estado,needs_review,ef486b0009146623356f574c47082139b8a11bc8faab98718109554dbe3bc30f,false,checked_in_legacy_catalog,,
site,catalog.legacy.e50dab305215e97a,value,Legislature,Legislatura,needs_review,b1902760c6124325ff5827f656fa104362e89580df60c1210aa987f31ece80f7,false,checked_in_legacy_catalog,,
site,catalog.legacy.e51e51da6e742d13,value,A graduate at a district graduation ceremony,Una persona graduada en una ceremonia de graduación del distrito,needs_review,3f45e19db501e1b7d9e1137cebcdd9a3ccaa03e2000c721a6e462cfbeb2bc670,false,checked_in_legacy_catalog,,
site,catalog.legacy.e539b27d8a4ba8e5,value,District conversations can help residents and business owners identify state resources and share policy concerns.,Las conversaciones del distrito pueden ayudar a residentes y propietarios de negocios a identificar recursos estatales y compartir inquietudes sobre políticas públicas.,needs_review,78c9ac00231da62c9a554fc677b2f6c31293170031cb85fe823b943e06ac1e3d,false,checked_in_legacy_catalog,,
site,catalog.legacy.e622955a4ba6fede,value,Resident Voice,Voz de los residentes,needs_review,1695079a637794e784ed9abcea01a1e0caa824ececcc30daf76e36f798b43b83,false,checked_in_legacy_catalog,,
site,catalog.legacy.e75ec0045c0b3ce0,value,Community health clinic event flyer,Volante de un evento de una clínica de salud comunitaria,needs_review,13964d5590a6a7aeac0d21fd4d40b887f6e195aa6c376b10f7a75cc481bd99c4,false,checked_in_legacy_catalog,,
site,catalog.legacy.e89b30aa1dc30a6a,value,Resources,Recursos,needs_review,67c0a8c04ac341803311353fe5677fdaa349f9d226064dcc674ef7b90d647290,false,checked_in_legacy_catalog,,
site,catalog.legacy.e9630ff12c6a1d98,value,"Watch district notices for verified office hours, clinics, and community events.","Consulte los avisos del distrito para conocer horarios de atención, clínicas y eventos comunitarios verificados.",needs_review,af11f2433eb13c0f63c08115fa50bed88bd011d3ef39c052066df94e2c51ff8c,false,checked_in_legacy_catalog,,
site,catalog.legacy.eb5362520857c917,value,Request the District Newsletter and confirm through the email sent to your inbox before the subscription becomes active.,Solicite el boletín del distrito y confirme mediante el correo enviado a su bandeja de entrada antes de que se active la suscripción.,needs_review,4bb345f2332aab9d2106656d8b024550a82b2b3549c4cd898c4ebdcc9645241e,false,checked_in_legacy_catalog,,
site,catalog.legacy.ec5ba0abb717da87,value,Access,Acceso,needs_review,3f37ab060318d444c8cc0383a130396960a2c35ed45f8ab898f66b96f4f76456,false,checked_in_legacy_catalog,,
site,catalog.legacy.ed077f3d8125d60d,value,Open,Abrir,needs_review,ef60bc9a465e1effe81ada02641a7cb8b1a5d061873cea4a8477f1120a6abf36,false,checked_in_legacy_catalog,,
site,catalog.legacy.effac6049802bbf8,value,District Newsletter,Boletín del distrito,needs_review,903337003fc197e19c5604a1b23ceccc66e9b68947a1f75c366a57912c65868c,false,checked_in_legacy_catalog,,
site,catalog.legacy.f07b16b2cb2f0120,value,Request Assistance,Solicitar ayuda,needs_review,ab21c30c0577cc847364bf0339446549358a28cd99dabe3e6b4cd199db4c02f2,false,checked_in_legacy_catalog,,
site,catalog.legacy.f13a64ba2fea87ef,value,Full name,Nombre completo,needs_review,641840f861e9b74090b237999588b03425ca5100b5298d1f84202eb6d43b2584,false,checked_in_legacy_catalog,,
site,catalog.legacy.f18dccf66b7c5e5b,value,privacy notice,aviso de privacidad,needs_review,c9d20669d41a6b9d9ff6e047eb197c3bd683f7f7d578c64d5eaf3d372ecefa7d,false,checked_in_legacy_catalog,,
site,catalog.legacy.f1b7505afa5c9e2b,value,Social,Redes sociales,needs_review,a9692250d71204cf8b5d2b0ec7f29729c2bd6b526e254fbf888ddf040a28bdad,false,checked_in_legacy_catalog,,
site,catalog.legacy.f2488fd4ef4adbc6,value,Email address,Correo electrónico,needs_review,b3760ce24d245c078f7805ecaa3d0b609bbc565ef20ef7d2f907916d153645e7,false,checked_in_legacy_catalog,,
site,catalog.legacy.f3fb4c9bfacc6c9a,value,District Updates,Novedades del distrito,needs_review,0aa777e065c19d204f056496119bc247aec0f9978ff9f8133997291af9dcfded,false,checked_in_legacy_catalog,,
site,catalog.legacy.f84ca2e7716bec94,value,Newsletter,Boletín,needs_review,db067979a78114bc1210a1c0cf4747b0e8c7e25d6834dc284497832bcc3d78a6,false,checked_in_legacy_catalog,,
